Shipping Key,Ship Mode,Shipping Cost
305990,Standard Class,52.21
305991,Second Class,52.21
305992,Same Day,52.2
305993,Standard Class,52.2
305994,First Class,52.19
305995,First Class,52.17
305996,Standard Class,52.17
305997,Same Day,52.16
305998,First Class,52.16
305999,Second Class,52.16
306000,Standard Class,52.14
306001,Standard Class,52.13
306002,Second Class,52.12
306003,First Class,52.11
306004,First Class,52.1
306005,Standard Class,52.1
306006,Second Class,52.09
306007,Same Day,52.08
306008,Standard Class,52.05
306009,Second Class,52.04
306010,Standard Class,52.03
306011,Second Class,52.03
306012,Standard Class,52.02
306013,Standard Class,51.98
306014,Second Class,51.98
306015,Second Class,51.97
306016,Standard Class,51.96
306017,Standard Class,51.95
306018,First Class,51.95
306019,Standard Class,51.94
306020,Second Class,51.94
306021,Second Class,51.93
306022,Second Class,51.91
306023,Standard Class,51.91
306024,Second Class,51.9
306025,First Class,51.9
306026,Standard Class,51.9
306027,Same Day,51.89
306028,First Class,51.88
306029,Standard Class,51.88
306030,Standard Class,51.87
306031,Same Day,51.87
306032,Standard Class,51.86
306033,Second Class,51.86
306034,First Class,51.84
306035,Standard Class,51.83
306036,Same Day,51.82
306037,Standard Class,51.81
306038,First Class,51.81
306039,Second Class,51.8
306040,Standard Class,51.8
306041,Standard Class,51.79
306042,Second Class,51.79
306043,Standard Class,51.77
306044,Same Day,51.75
306045,Second Class,51.75
306046,Standard Class,51.75
306047,Second Class,51.74
306048,Standard Class,51.74
306049,Standard Class,51.72
306050,First Class,51.71
306051,First Class,51.69
306052,Standard Class,51.69
306053,Standard Class,51.68
306054,Standard Class,51.67
306055,Second Class,51.65
306056,Standard Class,51.64
306057,Second Class,51.63
306058,Same Day,51.62
306059,Standard Class,51.61
306060,Standard Class,51.6
306061,Second Class,51.6
306062,First Class,51.59
306063,Standard Class,51.59
306064,First Class,51.58
306065,Standard Class,51.57
306066,Standard Class,51.56
306067,Standard Class,51.55
306068,Standard Class,51.54
306069,Standard Class,51.53
306070,First Class,51.53
306071,Second Class,51.53
306072,Standard Class,51.52
306073,Second Class,51.51
306074,Standard Class,51.51
306075,Second Class,51.49
306076,Standard Class,51.48
306077,Same Day,51.45
306078,Standard Class,51.45
306079,Standard Class,51.44
306080,First Class,51.44
306081,First Class,51.41
306082,Same Day,51.41
306083,Standard Class,51.41
306084,Standard Class,51.4
306085,Standard Class,51.38
306086,First Class,51.36
306087,Standard Class,51.36
306088,Standard Class,51.35
306089,Second Class,51.34
306090,Standard Class,51.34
306091,Second Class,51.33
306092,First Class,51.32
306093,Standard Class,51.3
306094,Standard Class,51.28
306095,Standard Class,51.27
306096,First Class,51.24
306097,Same Day,51.23
306098,First Class,51.23
306099,Standard Class,51.19
306100,First Class,51.18
306101,Standard Class,51.18
306102,Standard Class,51.16
306103,Standard Class,51.14
306104,First Class,51.13
306105,Second Class,51.13
306106,Standard Class,51.12
306107,First Class,51.12
306108,First Class,51.11
306109,Second Class,51.11
306110,First Class,51.1
306111,First Class,51.09
306112,Second Class,51.09
306113,Standard Class,51.08
306114,Second Class,51.08
306115,Second Class,51.05
306116,Second Class,51.04
306117,Standard Class,51.04
306118,Standard Class,51.03
306119,First Class,51.03
306120,Same Day,51.01
306121,Standard Class,51.01
306122,Second Class,51.0
306123,Standard Class,51.0
306124,Standard Class,50.99
306125,First Class,50.98
306126,Standard Class,50.97
306127,First Class,50.93
306128,Standard Class,50.93
306129,Same Day,50.93
306130,Standard Class,50.92
306131,Standard Class,50.91
306132,Standard Class,50.9
306133,First Class,50.89
306134,Standard Class,50.89
306135,First Class,50.88
306136,Standard Class,50.88
306137,Standard Class,50.87
306138,Standard Class,50.86
306139,Second Class,50.86
306140,Standard Class,50.85
306141,First Class,50.83
306142,Second Class,50.82
306143,Standard Class,50.81
306144,Same Day,50.81
306145,Standard Class,50.8
306146,Standard Class,50.78
306147,Standard Class,50.77
306148,Second Class,50.77
306149,Standard Class,50.75
306150,First Class,50.75
306151,Standard Class,50.74
306152,Same Day,50.73
306153,Standard Class,50.73
306154,First Class,50.72
306155,Second Class,50.72
306156,Standard Class,50.72
306157,Standard Class,50.71
306158,Standard Class,50.69
306159,Standard Class,50.68
306160,Second Class,50.68
306161,Same Day,50.67
306162,Second Class,50.66
306163,Standard Class,50.66
306164,Second Class,50.65
306165,Same Day,50.65
306166,Standard Class,50.64
306167,Second Class,50.62
306168,Standard Class,50.61
306169,Standard Class,50.6
306170,Standard Class,50.59
306171,Standard Class,50.58
306172,Second Class,50.58
306173,Standard Class,50.57
306174,First Class,50.56
306175,Standard Class,50.55
306176,Same Day,50.53
306177,First Class,50.51
306178,Second Class,50.51
306179,Standard Class,50.47
306180,Same Day,50.46
306181,Second Class,50.46
306182,Standard Class,50.46
306183,Standard Class,50.45
306184,First Class,50.43
306185,Standard Class,50.43
306186,Standard Class,50.42
306187,Second Class,50.42
306188,Second Class,50.39
306189,Second Class,50.38
306190,Standard Class,50.36
306191,Second Class,50.35
306192,Standard Class,50.35
306193,Standard Class,50.32
306194,Second Class,50.32
306195,First Class,50.32
306196,Standard Class,50.31
306197,Standard Class,50.3
306198,Second Class,50.3
306199,Second Class,50.28
306200,Standard Class,50.28
306201,Second Class,50.27
306202,Standard Class,50.26
306203,First Class,50.25
306204,First Class,50.24
306205,Standard Class,50.24
306206,Same Day,50.24
306207,Standard Class,50.23
306208,First Class,50.21
306209,Second Class,50.2
306210,Second Class,50.19
306211,Standard Class,50.14
306212,First Class,50.14
306213,Second Class,50.13
306214,Standard Class,50.13
306215,First Class,50.1
306216,Standard Class,50.09
306217,Same Day,50.09
306218,Standard Class,50.08
306219,First Class,50.07
306220,Second Class,50.07
306221,Standard Class,50.07
306222,Standard Class,50.06
306223,Standard Class,50.05
306224,First Class,50.04
306225,Standard Class,50.03
306226,First Class,50.03
306227,First Class,50.02
306228,First Class,50.01
306229,Standard Class,50.01
306230,Standard Class,50.0
306231,Second Class,49.98
306232,First Class,49.98
306233,Standard Class,49.95
306234,Same Day,49.93
306235,First Class,49.93
306236,Standard Class,49.92
306237,Second Class,49.9
306238,Standard Class,49.9
306239,First Class,49.9
306240,Standard Class,49.88
306241,Second Class,49.87
306242,Standard Class,49.86
306243,First Class,49.86
306244,Standard Class,49.85
306245,First Class,49.85
306246,First Class,49.84
306247,Second Class,49.82
306248,Same Day,49.81
306249,Standard Class,49.8
306250,Standard Class,49.79
306251,First Class,49.79
306252,Same Day,49.78
306253,First Class,49.78
306254,Second Class,49.78
306255,Standard Class,49.77
306256,Standard Class,49.76
306257,Standard Class,49.75
306258,Second Class,49.74
306259,Second Class,49.72
306260,First Class,49.72
306261,Standard Class,49.7
306262,First Class,49.7
306263,Standard Class,49.69
306264,First Class,49.68
306265,Standard Class,49.68
306266,Same Day,49.66
306267,Standard Class,49.66
306268,First Class,49.65
306269,Standard Class,49.63
306270,Second Class,49.63
306271,Standard Class,49.62
306272,Second Class,49.62
306273,First Class,49.6
306274,Same Day,49.59
306275,First Class,49.58
306276,Standard Class,49.58
306277,Standard Class,49.57
306278,Second Class,49.56
306279,Same Day,49.55
306280,Standard Class,49.54
306281,Standard Class,49.53
306282,Standard Class,49.52
306283,Same Day,49.51
306284,Standard Class,49.51
306285,Standard Class,49.5
306286,Same Day,49.49
306287,Standard Class,49.49
306288,Second Class,49.47
306289,Standard Class,49.46
306290,Standard Class,49.45
306291,Same Day,49.45
306292,Standard Class,49.44
306293,First Class,49.43
306294,Standard Class,49.42
306295,Second Class,49.42
306296,Standard Class,49.41
306297,Second Class,49.41
306298,Standard Class,49.4
306299,Standard Class,49.38
306300,Standard Class,49.37
306301,Standard Class,49.35
306302,Standard Class,49.34
306303,Second Class,49.34
306304,First Class,49.33
306305,Standard Class,49.31
306306,First Class,49.29
306307,First Class,49.27
306308,Standard Class,49.27
306309,Standard Class,49.26
306310,Second Class,49.25
306311,Second Class,49.23
306312,Standard Class,49.22
306313,Standard Class,49.21
306314,Standard Class,49.2
306315,Same Day,49.2
306316,First Class,49.2
306317,First Class,49.18
306318,Standard Class,49.17
306319,Second Class,49.16
306320,Standard Class,49.15
306321,Standard Class,49.14
306322,Standard Class,49.13
306323,Second Class,49.13
306324,Standard Class,49.12
306325,Standard Class,49.11
306326,First Class,49.11
306327,First Class,49.1
306328,Standard Class,49.09
306329,First Class,49.09
306330,Standard Class,49.07
306331,First Class,49.06
306332,Standard Class,49.06
306333,Same Day,49.05
306334,Standard Class,49.05
306335,Standard Class,49.04
306336,Standard Class,49.03
306337,First Class,49.02
306338,Standard Class,49.01
306339,Same Day,49.0
306340,First Class,49.0
306341,Standard Class,48.97
306342,Same Day,48.96
306343,Second Class,48.95
306344,Same Day,48.95
306345,First Class,48.95
306346,Standard Class,48.94
306347,Second Class,48.94
306348,Standard Class,48.92
306349,Standard Class,48.91
306350,Standard Class,48.9
306351,Second Class,48.89
306352,Standard Class,48.89
306353,Standard Class,48.88
306354,Second Class,48.87
306355,Standard Class,48.87
306356,Standard Class,48.86
306357,Second Class,48.86
306358,Standard Class,48.85
306359,Second Class,48.85
306360,Second Class,48.84
306361,Standard Class,48.83
306362,Second Class,48.78
306363,Standard Class,48.78
306364,First Class,48.78
306365,Second Class,48.77
306366,Standard Class,48.77
306367,Second Class,48.76
306368,Standard Class,48.76
306369,First Class,48.76
306370,Standard Class,48.75
306371,Standard Class,48.74
306372,First Class,48.74
306373,Second Class,48.73
306374,Standard Class,48.72
306375,Same Day,48.71
306376,Standard Class,48.7
306377,Same Day,48.69
306378,Standard Class,48.69
306379,Standard Class,48.66
306380,Standard Class,48.65
306381,Same Day,48.65
306382,First Class,48.65
306383,Second Class,48.65
306384,Standard Class,48.64
306385,Standard Class,48.63
306386,Second Class,48.62
306387,Second Class,48.61
306388,First Class,48.61
306389,First Class,48.6
306390,First Class,48.59
306391,Standard Class,48.59
306392,First Class,48.57
306393,Standard Class,48.56
306394,Standard Class,48.55
306395,Standard Class,48.54
306396,First Class,48.53
306397,Standard Class,48.53
306398,Standard Class,48.52
306399,Standard Class,48.5
306400,Same Day,48.5
306401,First Class,48.49
306402,Standard Class,48.46
306403,Standard Class,48.42
306404,First Class,48.4
306405,Standard Class,48.4
306406,Second Class,48.4
306407,Second Class,48.37
306408,Standard Class,48.37
306409,Standard Class,48.35
306410,Second Class,48.35
306411,Second Class,48.31
306412,Standard Class,48.29
306413,Standard Class,48.28
306414,Standard Class,48.27
306415,Standard Class,48.25
306416,First Class,48.25
306417,Second Class,48.24
306418,Standard Class,48.24
306419,First Class,48.23
306420,Standard Class,48.23
306421,Same Day,48.22
306422,Standard Class,48.21
306423,Standard Class,48.2
306424,First Class,48.19
306425,Standard Class,48.18
306426,First Class,48.17
306427,Second Class,48.17
306428,Standard Class,48.17
306429,First Class,48.16
306430,Standard Class,48.16
306431,Standard Class,48.15
306432,Standard Class,48.14
306433,Standard Class,48.13
306434,Same Day,48.13
306435,First Class,48.1
306436,Standard Class,48.09
306437,Standard Class,48.08
306438,Second Class,48.08
306439,Standard Class,48.07
306440,Standard Class,48.06
306441,Same Day,48.05
306442,First Class,48.05
306443,First Class,48.04
306444,Second Class,48.04
306445,First Class,48.03
306446,Standard Class,48.02
306447,Standard Class,48.01
306448,First Class,48.01
306449,Standard Class,48.0
306450,Second Class,48.0
306451,Standard Class,47.99
306452,Same Day,47.98
306453,Second Class,47.97
306454,Standard Class,47.97
306455,First Class,47.96
306456,First Class,47.95
306457,First Class,47.94
306458,Standard Class,47.93
306459,Standard Class,47.92
306460,First Class,47.91
306461,Standard Class,47.9
306462,Second Class,47.89
306463,Standard Class,47.88
306464,First Class,47.87
306465,Second Class,47.87
306466,Standard Class,47.86
306467,Second Class,47.85
306468,Same Day,47.84
306469,First Class,47.84
306470,Standard Class,47.83
306471,Standard Class,47.82
306472,First Class,47.82
306473,First Class,47.81
306474,Second Class,47.81
306475,Standard Class,47.81
306476,Standard Class,47.79
306477,Second Class,47.78
306478,Standard Class,47.78
306479,Same Day,47.77
306480,Standard Class,47.73
306481,Same Day,47.73
306482,Standard Class,47.72
306483,Standard Class,47.71
306484,Standard Class,47.7
306485,Standard Class,47.69
306486,Standard Class,47.67
306487,First Class,47.67
306488,Standard Class,47.66
306489,First Class,47.66
306490,Standard Class,47.63
306491,Second Class,47.62
306492,Same Day,47.62
306493,Second Class,47.61
306494,Standard Class,47.61
306495,Second Class,47.6
306496,Standard Class,47.6
306497,Second Class,47.59
306498,First Class,47.59
306499,Standard Class,47.58
306500,Standard Class,47.57
306501,Second Class,47.56
306502,First Class,47.54
306503,Standard Class,47.53
306504,Standard Class,47.52
306505,Second Class,47.51
306506,First Class,47.5
306507,Standard Class,47.5
306508,Same Day,47.46
306509,First Class,47.45
306510,Standard Class,47.45
306511,Second Class,47.45
306512,First Class,47.43
306513,Second Class,47.43
306514,Standard Class,47.41
306515,Second Class,47.4
306516,Standard Class,47.4
306517,First Class,47.39
306518,Standard Class,47.39
306519,Second Class,47.39
306520,Standard Class,47.38
306521,First Class,47.37
306522,Standard Class,47.36
306523,Standard Class,47.35
306524,Second Class,47.34
306525,Second Class,47.33
306526,Standard Class,47.32
306527,Second Class,47.31
306528,First Class,47.31
306529,First Class,47.29
306530,Standard Class,47.29
306531,Second Class,47.29
306532,Same Day,47.28
306533,Standard Class,47.28
306534,First Class,47.28
306535,Standard Class,47.27
306536,Standard Class,47.26
306537,Same Day,47.26
306538,Standard Class,47.24
306539,Standard Class,47.23
306540,Standard Class,47.22
306541,Standard Class,47.21
306542,Second Class,47.21
306543,First Class,47.2
306544,Standard Class,47.2
306545,Standard Class,47.18
306546,Second Class,47.17
306547,Standard Class,47.17
306548,Standard Class,47.16
306549,Standard Class,47.15
306550,Same Day,47.14
306551,Same Day,47.13
306552,Standard Class,47.12
306553,Second Class,47.11
306554,First Class,47.11
306555,Standard Class,47.1
306556,Standard Class,47.09
306557,Standard Class,47.08
306558,Standard Class,47.07
306559,Standard Class,47.06
